class,count
http://id.nlm.nih.gov/mesh/vocab#TopicalDescriptor,28809
http://schema.org/Organization,15412
http://schema.org/Periodical,5001
http://schema.org/Person,5070618
http://schema.org/PublicationIssue,331772
http://schema.org/PublicationVolume,104878
http://schema.org/ScholarlyArticle,2523182
