graph,class,predicate
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001639,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001651,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001652,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.org/ccf/organ_owner_sex
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001737,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001738,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001739,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001740,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001741,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001742,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001898,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001905,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001908,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001945,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001946,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001947,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001987,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001987,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001987,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001987,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001987,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001987,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001987,http://purl.org/ccf/organ_owner_sex
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001987,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.obolibrary.org/obo/UBERON_0001987,http://purl.org/ccf/rui_rank
