graph,triples
http://id.nlm.nih.gov/mesh/,18334034
https://purl.humanatlas.io/graph/ccf,557125
https://purl.humanatlas.io/graph/hra-lit,109487064
https://purl.humanatlas.io/vocab/uberon,1111228
