graph,triples
http://id.nlm.nih.gov/mesh/,18334034
https://purl.humanatlas.io/collection/hra,1920546
https://purl.humanatlas.io/graph/ccf,557123
https://purl.humanatlas.io/graph/hra-lit,289421773
https://purl.humanatlas.io/vocab/uberon,1152410
